"IPAddress","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","LocationLatitude","LocationLongitude","rid","response_wave_ID","missing_demographics"
"104.12.255.226","R_21ib3SR4CoBoRwE",NA,NA,NA,35.1293029785156,-80.8639984130859,"5f884ddd-24b9-cbed-cef1-da4252c4bcf3","SV_0xlqWlOfO10wuYl",0
"50.125.52.36","R_23ZuETLckLgelgO",NA,NA,NA,48.0588989257812,-122.157897949219,"5f884ea6-af03-3977-09ff-33ee9d5720e8","SV_0xlqWlOfO10wuYl",0
"98.242.83.86","R_ac84KhThybniHCh",NA,NA,NA,34.0413970947266,-84.5053024291992,"5f884e43-6ad6-7e9c-1248-72a303d33a11","SV_0xlqWlOfO10wuYl",0
"45.237.86.219","R_1MTdLJGcUG3MQvy",NA,NA,NA,39.3587951660156,-74.4169998168945,"5f884de0-3aa8-424b-6b12-dcfb7ad3efdb","SV_0xlqWlOfO10wuYl",0
"71.224.69.83","R_2t8U7b0YMLeCG7d",NA,NA,NA,40.2673034667969,-74.9486999511719,"5f884e09-c126-392c-05a1-5eacaa6771bf","SV_0xlqWlOfO10wuYl",0
"209.66.21.214","R_XsMfaNmNoiGMcAF",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f884e39-74cc-23dd-dbf5-7f6d1929db21","SV_0xlqWlOfO10wuYl",0
"76.85.138.20","R_DogbepAJi0NXHmV",NA,NA,NA,40.7964019775391,-96.7481002807617,"5f884de1-ce5c-c9da-ac56-7d8d340a6b86","SV_0xlqWlOfO10wuYl",0
"68.98.59.242","R_2YP4WltE0Lh6QiQ",NA,NA,NA,33.4053039550781,-111.722702026367,"5f884e57-c2cc-89ab-6893-9eb3d987e6fa","SV_0xlqWlOfO10wuYl",0
"74.65.32.166","R_2vi9plNdd0yAbWu",NA,NA,NA,43.3211059570312,-76.4033966064453,"5f8851ec-5267-a7d5-caf3-9218ffe6ebf3","SV_0xlqWlOfO10wuYl",0
"65.24.28.236","R_1NEMBxXK4U9Q0Si",NA,NA,NA,41.4344024658203,-81.6372985839844,"5f884ec0-2b12-0efa-3a18-a3f8d6914540","SV_0xlqWlOfO10wuYl",0
"99.144.69.217","R_3ps8oBCsTvgRJDQ",NA,NA,NA,35.0892028808594,-80.8193969726562,"5f88540f-6302-d09c-6005-5818e9a7fef0","SV_0xlqWlOfO10wuYl",0
"72.134.13.11","R_2dtEXACM4R4q4ya",NA,NA,NA,32.7093048095703,-114.490501403809,"5f884de4-6511-be16-3b04-021cf52ee2a9","SV_0xlqWlOfO10wuYl",0
"70.127.130.232","R_3sztafCAEgbHoBC",NA,NA,NA,27.8179931640625,-82.734001159668,"5f8854fb-3574-2c7a-0f63-01b7af4a2508","SV_0xlqWlOfO10wuYl",0
"74.113.47.219","R_3hGgYsnG0J9A0AP",NA,NA,NA,39.7698974609375,-83.0602035522461,"5f884e86-e905-7a44-f0b1-38e0108af5b3","SV_0xlqWlOfO10wuYl",0
"135.180.196.124","R_0eme0NZxi2DL82t",NA,NA,NA,37.8636932373047,-122.276000976562,"5f88550d-cecf-1c7c-1e51-fc36c53767bb","SV_0xlqWlOfO10wuYl",0
"68.129.241.113","R_1nTqUHIu2wcbHQA",NA,NA,NA,40.8271026611328,-73.9358978271484,"5f8855eb-3a1d-2d7b-2a77-fc060bf4b6a0","SV_0xlqWlOfO10wuYl",0
"70.44.64.70","R_30wPdTW4GSiKElW",NA,NA,NA,40.8325042724609,-75.7014007568359,"5f885669-f500-5d1e-dbe2-1d1ac85ecfe7","SV_0xlqWlOfO10wuYl",0
"24.255.87.86","R_1NtdGjqqKDgKC0Z",NA,NA,NA,30.5316925048828,-91.11669921875,"5f8856c9-51d9-b7de-0a5b-30486cdf7ddd","SV_0xlqWlOfO10wuYl",0
"159.117.170.83","R_1E4AKT0AG78Wg5L",NA,NA,NA,33.9064025878906,-78.7934036254883,"5f8856ab-766b-32d9-7b72-05c3713006b5","SV_0xlqWlOfO10wuYl",0
"69.160.241.248","R_3FVRFlVcS4KyOBk",NA,NA,NA,40.6739959716797,-73.970100402832,"5f885700-9d3e-4336-6083-8dfb3c092503","SV_0xlqWlOfO10wuYl",0
"108.246.212.255","R_1M6OLfaOtD9iLXb",NA,NA,NA,39.8498992919922,-86.2649002075195,"5f885765-6028-f8fa-7b7a-f333d4635b9b","SV_0xlqWlOfO10wuYl",0
"84.17.35.87","R_1hSZbhGqm4uaz02",NA,NA,NA,40.7126007080078,-74.0065994262695,"5f885883-7e9f-608c-bf83-125a69e3de95","SV_0xlqWlOfO10wuYl",0
"76.112.240.238","R_3GCawqgYuhJZ90u",NA,NA,NA,42.6584014892578,-83.2363967895508,"5f8856c6-b46e-4110-70ec-b3abffb839eb","SV_0xlqWlOfO10wuYl",0
"45.32.84.82","R_b2gNeN1GHv17GkV",NA,NA,NA,34.0729064941406,-118.260604858398,"5f8858ca-4640-9bd9-c2cd-cae05605236e","SV_0xlqWlOfO10wuYl",0
"198.98.62.129","R_1mtndXo6bfwLKk5",NA,NA,NA,42.8863983154297,-78.8784027099609,"5f8858cb-ea71-16cd-cb2f-c67e3f849694","SV_0xlqWlOfO10wuYl",0
"173.68.131.49","R_qV1HY9g4ohJRWHn",NA,NA,NA,40.8155975341797,-73.5090026855469,"5f886180-975d-a5b2-ee83-3ea5c0e15f55","SV_0xlqWlOfO10wuYl",0
"38.132.101.235","R_3fl59aZZcHrctNX",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f8861b7-5bbd-d2f3-6191-f1ae5faae054","SV_0xlqWlOfO10wuYl",0
"24.6.1.238","R_6E7DB1w5hC08Ww9",NA,NA,NA,37.9759979248047,-122.335899353027,"5f88550b-3859-79a5-e6b6-b0c45968e90f","SV_0xlqWlOfO10wuYl",0
"68.132.243.186","R_2fE4SKCHehzter3",NA,NA,NA,40.7149047851562,-73.9893035888672,"5f884de7-9d75-2c60-e66d-38268196073d","SV_0xlqWlOfO10wuYl",0
"73.91.45.61","R_1q4FsASo5bmH5PQ",NA,NA,NA,27.4888000488281,-81.4356994628906,"5f886373-ff30-9fe9-8248-a39364c8e47f","SV_0xlqWlOfO10wuYl",0
"50.81.152.208","R_1djge9wSnPM29kB",NA,NA,NA,41.6244049072266,-93.6694030761719,"5f8861ca-8f2b-e71f-eeb1-2771e8db5e2d","SV_0xlqWlOfO10wuYl",0
"165.225.8.106","R_3khmG25qCf4lrly",NA,NA,NA,38.9170989990234,-77.0001983642578,"5f88643e-6bad-fb2d-c1b4-e61841116ad1","SV_0xlqWlOfO10wuYl",0
"24.45.77.197","R_1kOD3MTfcNF5l7v",NA,NA,NA,40.5921020507812,-74.6238021850586,"5f886503-ea9f-2f52-222c-a7ac12cf933f","SV_0xlqWlOfO10wuYl",0
"24.228.82.138","R_1CsuAI8NSOcbQsR",NA,NA,NA,40.3912963867188,-74.3246994018555,"5f8864a3-f333-2bfc-d3de-bc4fff915fb7","SV_0xlqWlOfO10wuYl",0
"66.23.201.178","R_1j8j2cfUW5V2myG",NA,NA,NA,32.7908020019531,-96.8336029052734,"5f886716-b2a0-9a89-ea82-3faf3fbbc755","SV_0xlqWlOfO10wuYl",0
"77.81.136.85","R_3jSA4pwUnqmZJ0w",NA,NA,NA,40.7156982421875,-74,"5f886697-980e-80d8-67b2-ce7857e32eea","SV_0xlqWlOfO10wuYl",0
"161.129.70.13","R_1DXMoFnMwQH5BAB",NA,NA,NA,33.7485046386719,-84.3871002197266,"5f886828-3192-575e-b1bc-b9784a8b061b","SV_0xlqWlOfO10wuYl",0
"104.140.242.141","R_1ILRPduS2P19bX2",NA,NA,NA,40.7113952636719,-74.0005035400391,"5f886c17-5f79-ea89-d6dd-c97ee173012b","SV_0xlqWlOfO10wuYl",0
"107.150.30.180","R_yCTjbr5oBsSz8lP",NA,NA,NA,33.7485046386719,-84.3871002197266,"5f88686c-1459-d3d3-1fc9-a8ec2b61519e","SV_0xlqWlOfO10wuYl",0
"45.77.121.183","R_xEEZdaF1fV9rhOV",NA,NA,NA,34.0729064941406,-118.260604858398,"5f886c3e-67d4-c1d1-f348-3478e7c7cd8c","SV_0xlqWlOfO10wuYl",0
"192.241.195.76","R_2YV8Z85d4Vqslsk",NA,NA,NA,37.7353057861328,-122.373199462891,"5f886e87-8f30-e77e-c45b-3fc85a51b15c","SV_0xlqWlOfO10wuYl",0
"185.244.215.84","R_Q0nlDrWEVXjbc2d",NA,NA,NA,40.7156982421875,-74,"5f887621-6b19-a495-6ade-4ade5942b25a","SV_0xlqWlOfO10wuYl",0
"173.195.15.196","R_ANkQ1OzVpJQ9apz",NA,NA,NA,40.7126007080078,-74.0065994262695,"5f886878-2a6a-31a4-dd12-d908cd914b21","SV_0xlqWlOfO10wuYl",0
"64.145.76.210","R_3qyfVdTefY6qbJj",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f886eec-950f-9c8c-83da-2c5457336159","SV_0xlqWlOfO10wuYl",0
"173.213.87.154","R_27pdfMuKlEUgpq5",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f886bd4-9d87-c402-9a62-541e74c7177b","SV_0xlqWlOfO10wuYl",0
"38.121.121.18","R_1o1ILAINn52GYOe",NA,NA,NA,41.5644073486328,-95.8912963867188,"5f889333-743f-9154-3b52-b39460826147","SV_0xlqWlOfO10wuYl",0
"107.2.225.201","R_ac7CroMp8ykaJTX",NA,NA,NA,38.9488067626953,-104.767700195312,"5f88c10d-cb0a-2798-ef08-7d4e46e1c1bd","SV_0xlqWlOfO10wuYl",0
"209.95.76.94","R_RwWbZizi5ZpH7ep",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f88bf51-7832-62f7-7792-d280d0b30ecc","SV_0xlqWlOfO10wuYl",0
"72.80.254.61","R_1o23vg5XeM0Ivp5",NA,NA,NA,41.1170959472656,-74.0684967041016,"5f88bd13-7544-84ac-436d-af5275857463","SV_0xlqWlOfO10wuYl",0
"66.67.116.181","R_1pDwztnvj2tQ1yO",NA,NA,NA,43.3773956298828,-73.3005981445312,"5f88c087-27b0-d332-2bf9-95471b71518e","SV_0xlqWlOfO10wuYl",0
"216.210.86.42","R_1H0QgVGFtFmGYDS",NA,NA,NA,35.7274017333984,-77.9227981567383,"5f88bf0e-037d-a020-5e45-519f21cd842f","SV_0xlqWlOfO10wuYl",0
"108.228.28.147","R_3j9DCiCMMXG0v3s",NA,NA,NA,37.8106994628906,-122.247894287109,"5f88c232-993a-3224-98b4-263dbdbd054c","SV_0xlqWlOfO10wuYl",0
"73.223.176.109","R_2THjFHxzo0tFX9K",NA,NA,NA,37.4774932861328,-122.450500488281,"5f88c249-d07f-57f0-4f55-e9c6ef5dab7a","SV_0xlqWlOfO10wuYl",0
"73.42.71.100","R_273Db9OqLUFoMmf",NA,NA,NA,28.5503997802734,-81.1832962036133,"5f88c2a0-e8e2-ccf5-e81d-c9938ab9387d","SV_0xlqWlOfO10wuYl",0
"69.14.37.92","R_xa1k9rzRL5QCZwd",NA,NA,NA,42.6410980224609,-83.0449981689453,"5f88c500-628e-9798-96ca-ca7e35d25737","SV_0xlqWlOfO10wuYl",0
"172.93.101.162","R_3qD9CXqHo1IGmeT",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f88cfd3-04ec-742e-fda8-1a9d84aa665b","SV_0xlqWlOfO10wuYl",0
"217.138.255.206","R_3qQZTNiXRXzSlc2",NA,NA,NA,40.7156982421875,-74,"5f88d236-4a8b-f6c7-b628-f2dc665323d2","SV_0xlqWlOfO10wuYl",0
"104.128.64.84","R_12hDdzFbAjxMbXO",NA,NA,NA,40.78759765625,-74.0599975585938,"5f88d182-1a4b-e3d5-c0ac-914576fcff94","SV_0xlqWlOfO10wuYl",0
"23.81.180.9","R_2YVPCuHveHVFhKg",NA,NA,NA,37.3881072998047,-121.875595092773,"5f88d3c4-9a44-ab4a-5520-659c11713949","SV_0xlqWlOfO10wuYl",0
"208.185.129.179","R_5nX4yuTdQqTmFbz",NA,NA,NA,40.7546997070312,-73.9614028930664,"5f88d9b4-ec12-3d5c-bb9f-f054349bc27e","SV_0xlqWlOfO10wuYl",0
"147.135.11.113","R_1FKT8DT68NkJNdO",NA,NA,NA,38.718994140625,-77.7416000366211,"5f88dd96-0a49-8686-f122-a7d712354adf","SV_0xlqWlOfO10wuYl",0
"75.168.159.22","R_10rpAdUPg4HY0wH",NA,NA,NA,44.9548034667969,-93.1550979614258,"5f88f6c0-b7b6-2849-56e5-8514d9760fe1","SV_0xlqWlOfO10wuYl",0
"50.24.43.108","R_x5EV4iF3VEUOmXv",NA,NA,NA,30.6622924804688,-96.3348999023438,"5f88fca1-dbd0-3d08-6249-c00adedba873","SV_0xlqWlOfO10wuYl",0
"47.39.250.236","R_9MRTmcPbd61f03v",NA,NA,NA,33.0242004394531,-85.0719985961914,"5f88fde2-2a3a-16f8-628a-142c5f16a88c","SV_0xlqWlOfO10wuYl",0
"184.101.97.9","R_2WuueCO83MQN1kJ",NA,NA,NA,33.5037994384766,-112.025299072266,"5f890023-258b-c462-03d0-2fda3dd8e763","SV_0xlqWlOfO10wuYl",0
"69.248.171.9","R_0CeeEy7Q0Td8X3r",NA,NA,NA,39.422607421875,-74.4959030151367,"5f893349-a65d-d3a2-6995-cdd25771600b","SV_0xlqWlOfO10wuYl",0
"174.195.144.10","R_3MJBGbw7BWLKqUu",NA,NA,NA,34.0670013427734,-117.772903442383,"5f899f6a-05bf-c41a-5225-97ce7cc1d502","SV_0xlqWlOfO10wuYl",0
"140.186.120.186","R_3NKWJGQgGCW7msF",NA,NA,NA,47.897705078125,-97.0393981933594,"5f89a0e2-566f-5471-822f-e6a07af16061","SV_0xlqWlOfO10wuYl",0
"98.16.95.23","R_3CO7gdmjmQlYdxS",NA,NA,NA,31.0854949951172,-83.6820983886719,"5f899ef4-3c37-830f-95f5-e29f430259ae","SV_0xlqWlOfO10wuYl",0
"71.104.40.4","R_1dAX02mPsinhy82",NA,NA,NA,39.9452056884766,-74.1573028564453,"5f899f30-4cf3-1b4a-62a8-def029da6dea","SV_0xlqWlOfO10wuYl",0
"67.187.115.82","R_A0Dp2XdqKiibZip",NA,NA,NA,35.9243011474609,-83.9964981079102,"5f89a08e-5d3a-68ec-f7fb-7803993b82e2","SV_0xlqWlOfO10wuYl",0
"75.65.101.166","R_2VOqx27MV1PvzlR",NA,NA,NA,35.1511993408203,-89.9720001220703,"5f899f55-19b1-2f98-6601-4f9a5fd95d55","SV_0xlqWlOfO10wuYl",0
"186.179.29.33","R_1OPp5Xq2jeoq5hQ",NA,NA,NA,42.0680999755859,-72.625602722168,"5f89a166-ea68-e35d-a2a7-147f496c65af","SV_0xlqWlOfO10wuYl",0
"209.66.15.238","R_1OwbVXgLkD6kZ3x",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f899f2a-b506-d402-7416-895a16df2d50","SV_0xlqWlOfO10wuYl",0
"76.99.167.0","R_9XJQ3eJcDsUfZhn",NA,NA,NA,39.6327056884766,-75.6997985839844,"5f89a465-dd50-fbc8-225f-55a6017c2ba4","SV_0xlqWlOfO10wuYl",0
"99.5.64.199","R_1H0RVgo3v7Yk0A7",NA,NA,NA,30.1609954833984,-81.7311019897461,"5f89a068-7584-79d9-6e17-fe648bc692b5","SV_0xlqWlOfO10wuYl",0
"38.135.235.11","R_25MUjim63kfrjNN",NA,NA,NA,41.8878936767578,-88.1995010375977,"5f89ab10-5c83-9484-5a07-da45da084365","SV_0xlqWlOfO10wuYl",0
"216.151.180.229","R_XyKxVkHNLkGQ0zT",NA,NA,NA,0,0,"5f89ad0a-7a64-1259-61f9-65b7c772157f","SV_0xlqWlOfO10wuYl",0
"86.107.55.105","R_1hyievuOtUPXRY1",NA,NA,NA,40.7156982421875,-74,"5f89aad9-e73c-7455-a2c1-bd5443171cbe","SV_0xlqWlOfO10wuYl",0
"155.94.250.50","R_25EkGzOE0SzcKsa",NA,NA,NA,32.8137054443359,-96.8703994750977,"5f89b122-a1e5-5982-da2e-3245c82f0174","SV_0xlqWlOfO10wuYl",0
"195.181.168.57","R_3khNdGG8XkkOr2J",NA,NA,NA,40.7156982421875,-74,"5f89b559-4df7-0c6b-c381-ec00179324a9","SV_0xlqWlOfO10wuYl",0
"92.38.176.79","R_2zCNoV0M1WvTwrL",NA,NA,NA,41.8486022949219,-87.6287994384766,"5f89b450-e46a-0639-57b6-52608dcede22","SV_0xlqWlOfO10wuYl",0
"142.93.120.129","R_UW2a0bFsn0Decal",NA,NA,NA,40.7929992675781,-74.0246963500977,"5f89c608-21e7-a594-cf40-ae6697872f45","SV_0xlqWlOfO10wuYl",0
"38.75.137.145","R_2fuQszMM3ElO4Pb",NA,NA,NA,34.0583953857422,-118.27799987793,"5f89c60d-bc8c-ed48-d4b2-eb36e12b895a","SV_0xlqWlOfO10wuYl",0
"86.107.55.124","R_DkvlOja4fleyG7D",NA,NA,NA,40.7156982421875,-74,"5f89c9c0-907f-5488-fad0-7e38387ef802","SV_0xlqWlOfO10wuYl",0
"207.44.30.28","R_1gthk1LTvNoQonI",NA,NA,NA,40.7962036132812,-76.4225997924805,"5f89db7a-0cab-5f10-8aba-18399f5cf8b8","SV_0xlqWlOfO10wuYl",0
"68.117.132.6","R_1mP2ZY6XJr8937j",NA,NA,NA,43.3269958496094,-89.5553970336914,"5f89dc7f-9c26-5029-a1e1-e54cf55283db","SV_0xlqWlOfO10wuYl",0
"209.95.89.194","R_OjvyTHIk22T1vlT",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f89df3d-5582-3f77-b790-d3a8a4970992","SV_0xlqWlOfO10wuYl",0
"76.24.114.58","R_3r02kGA7EoEcwPg",NA,NA,NA,41.9770050048828,-70.9710006713867,"5f89de9e-873d-b27d-e4e1-4bae6c60794b","SV_0xlqWlOfO10wuYl",0
"71.11.182.228","R_1jOqlhxBzZ6KiXd",NA,NA,NA,39.4987030029297,-119.820205688477,"5f89df7c-33bc-03ca-cffe-f274e3416ca2","SV_0xlqWlOfO10wuYl",0
"209.95.91.186","R_41TPUQlXgM4BieJ",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f89e035-0291-b398-ea08-0433dc3ed565","SV_0xlqWlOfO10wuYl",0
"174.97.106.255","R_1dhruTDO3T1MROp",NA,NA,NA,39.6320037841797,-84.2633972167969,"5f89e001-8ae2-760b-f477-e3c1f67a0f48","SV_0xlqWlOfO10wuYl",0
"73.175.134.200","R_bOZJ1DSDSST1zGh",NA,NA,NA,40.3780975341797,-76.4355010986328,"5f89e263-bbd3-fffc-61e6-d5dc9dcecfb4","SV_0xlqWlOfO10wuYl",0
"136.36.142.22","R_1HoF3oJ29sFAhII",NA,NA,NA,40.7610015869141,-111.861099243164,"5f89e016-f8d2-fd3f-c40f-3ffeae3fd58f","SV_0xlqWlOfO10wuYl",0
"47.13.30.114","R_3HNPvW7o1YKcB2W",NA,NA,NA,36.3031005859375,-88.3125991821289,"5f89de34-3dc7-baa2-b7fe-7728fc2b5163","SV_0xlqWlOfO10wuYl",0
"209.95.86.181","R_3EZ4J6tWaVbGVI4",NA,NA,NA,37.7510070800781,-97.8219985961914,"5f89df6f-4f7b-3521-23af-b7cc3f5732bb","SV_0xlqWlOfO10wuYl",0
"63.75.240.7","R_2uQluKqKtd24hZ1",NA,NA,NA,40.4306030273438,-74.4020004272461,"5f89dfc5-9011-ccc7-bb71-1b5ef4171896","SV_0xlqWlOfO10wuYl",0
"63.75.255.231","R_2tvmtwuiHRKQ2Bj",NA,NA,NA,42.5836029052734,-83.4989013671875,"5f89de78-391c-1f3c-9dda-2b597200ccf3","SV_0xlqWlOfO10wuYl",0
"75.72.184.152","R_6PSgGpB2B80l6Ip",NA,NA,NA,44.9402008056641,-93.2188034057617,"5f89ecef-7239-3992-1ef0-5700ef6cdd4c","SV_0xlqWlOfO10wuYl",0
"108.6.123.18","R_3M4OJrdJJKx9OA0",NA,NA,NA,40.63720703125,-73.9037017822266,"5f89eaf1-e438-92f7-47c3-d00ec76f9595","SV_0xlqWlOfO10wuYl",0
"107.77.221.214","R_r2BtEKULMgzxjmF",NA,NA,NA,29.7438049316406,-95.4421997070312,"5f89e11c-382e-d512-1b2a-6c96299e778a","SV_0xlqWlOfO10wuYl",0
"12.110.80.8","R_1Qi3YvzZbEVHRdo",NA,NA,NA,40.7503051757812,-74.0014038085938,"5f8a03d0-7a01-cdcc-f66c-0c9c79ce4b6e","SV_0xlqWlOfO10wuYl",0
"38.91.107.93","R_3G7bhL1wKNRtZEC",NA,NA,NA,25.7805938720703,-80.1826019287109,"5f8a03ef-6e49-4450-c7a0-5a2423ae11c6","SV_0xlqWlOfO10wuYl",0
"104.174.1.160","R_W7Lplu5S5iIfJ61",NA,NA,NA,34.1867065429688,-118.387802124023,"5f8a0573-f58b-d5b8-3725-90c40a8c4fdc","SV_0xlqWlOfO10wuYl",0
"72.198.31.68","R_3npVDMrYkmZNIN8",NA,NA,NA,35.2024993896484,-97.4834976196289,"5f8a0e7c-89e8-4c53-bb2e-1b0b15c7220d","SV_0xlqWlOfO10wuYl",0
"152.86.88.16","R_2qkgAilaRBeVDQO",NA,NA,NA,36.3125,-82.3769989013672,"5f8a118f-1686-0dc5-ac3b-3ebf066d53bc","SV_0xlqWlOfO10wuYl",0
"173.195.15.74","R_1lfvn0iDREDbJRE",NA,NA,NA,40.7126007080078,-74.0065994262695,"5f8a1f9a-ab14-5ee4-f4e6-6f0200863ffd","SV_0xlqWlOfO10wuYl",0
"37.235.107.60","R_8prW2dQtqPdOo0N",NA,NA,NA,34.0543975830078,-118.244003295898,"5f8a1f18-9a8f-7bcd-3a46-7ececd7fd7e5","SV_0xlqWlOfO10wuYl",0
"23.81.180.9","R_3MQCMz6SCK9TvwN",NA,NA,NA,37.3881072998047,-121.875595092773,"5f8a271f-0ab6-0e76-4f36-5a01e1dc1565","SV_0xlqWlOfO10wuYl",0
"174.225.139.37","R_1LIGQELLV9PbezC",NA,NA,NA,40.8137054443359,-74.1233978271484,"5f8a4488-9f2e-cffa-c01a-02db89bbfdcc","SV_0xlqWlOfO10wuYl",0
"173.216.137.48","R_21p3b2ot0ob2vT7",NA,NA,NA,35.3070983886719,-93.0675964355469,"5f8a4ccd-a78b-31bb-8f63-894a1ebc1588","SV_0xlqWlOfO10wuYl",0
"104.12.12.12","R_NUVUJYOyQqRYYhP",NA,NA,NA,29.5554046630859,-81.220703125,"5f8a4c55-8ae1-40f6-9005-2e74f8a75153","SV_0xlqWlOfO10wuYl",0
"98.217.71.16","R_1kRXOQMdnj1r6JO",NA,NA,NA,42.4149932861328,-71.0526962280273,"5f8acf95-368f-b991-a057-f145b7add338","SV_0xlqWlOfO10wuYl",0
"5.188.0.105","R_2QVvQNaW8yi9Ivi",NA,NA,NA,40.78759765625,-74.0599975585938,"5f89b7c3-e9bb-6b3f-34f4-0ae9e5000732","SV_0xlqWlOfO10wuYl",0
"216.151.180.201","R_2wvhbfUUEDZaFbw",NA,NA,NA,0,0,"5f8b0e23-40f4-1cc4-c953-7112efb7d5c1","SV_0xlqWlOfO10wuYl",0
