,IPAddress,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,LocationLatitude,LocationLongitude,rid,survey.id,location
25,24.168.117.82,R_x45N744sSVsTXS9,,,,40.691497802734396,-73.8533020019531,5f737102-51c5-b557-fe68-c354e3d9d36f,SV_eyxdeXOuISXzakt,"New York,United States"
26,105.112.123.202,R_22F9qgg8x0RwUnV,,,,9.18049621582031,7.17930603027344,5f737956-4b46-23f9-b405-36df35fd6a08,SV_eyxdeXOuISXzakt,"Kwamba,Niger,Nigeria"
27,74.75.34.180,R_1g0FNpNRqNOkEwN,,,,44.8226928710938,-68.8001022338867,5f7377b8-78e2-8e24-d52d-6b2d686d825a,SV_eyxdeXOuISXzakt,"Bangor,Maine,United States"
28,174.193.10.111,R_VX6s17r2NJhsrxT,,,,35.1712036132812,-80.7938995361328,5f737702-e93a-5e42-0c9a-0eb91cf9bb47,SV_eyxdeXOuISXzakt,"Charlotte,North Carolina,United States"
29,105.160.109.42,R_2BkvARAnKnJVCG5,,,,-1.28410339355469,36.8155059814453,5f737ad1-fcfe-999f-dda7-9daea93d8135,SV_eyxdeXOuISXzakt,"Starehe,Nairobi County,Kenya"
30,102.89.2.149,R_T6qKPUnS9JzYTnj,,,,6.44740295410156,3.3903045654296897,5f737b3a-3f6e-e760-6938-e203909ffb49,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
31,71.171.18.65,R_31QQ0I8wniqsdGv,,,,37.3155059814453,-79.5335006713867,5f737710-42c5-1b57-564d-9ad6fe6c03bb,SV_eyxdeXOuISXzakt,"Bedford,Virginia,United States"
32,197.210.28.102,R_1DtMqtg9ANYhFVF,,,,6.44740295410156,3.3903045654296897,5f737bee-080f-921d-978a-a9e2e334360e,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
33,192.24.71.9,R_27j7XdMnb6fJwrN,,,,36.7684936523438,-90.4095993041992,5f737954-9f76-5508-25ef-a4a9049e6089,SV_eyxdeXOuISXzakt,"Poplar Bluff,Missouri,United States"
34,68.133.12.217,R_1JIRSxtIR6fFKIm,,,,43.04460144042971,-78.78289794921879,5f7378a5-76df-5142-e659-a08ddc2f47cd,SV_eyxdeXOuISXzakt,"Buffalo,New York,United States"
35,217.138.255.201,R_1pzo1ASRDYjltHC,,,,40.7156982421875,-74.0,5f7378e6-0736-c518-bd11-8d5d992c8ab6,SV_eyxdeXOuISXzakt,"New York,New York,United States"
36,67.85.234.215,R_2vk5xDAiuMW5JU7,,,,40.5921020507812,-74.6238021850586,5f737a8d-59a5-4789-42fb-ca13cb82688b,SV_eyxdeXOuISXzakt,"Bridgewater Township,New Jersey,United States"
37,105.112.147.74,R_WxhLFtR0Zc440eJ,,,,6.44740295410156,3.3903045654296897,5f737d0b-41b2-33bf-2c6b-ce99c7f25fa7,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
38,184.91.146.226,R_1gO2or01kMG0gHT,,,,28.4579010009766,-80.7966995239258,5f7373a6-721e-0231-87ca-fc04b46d6e5e,SV_eyxdeXOuISXzakt,"Port Saint John,Florida,United States"
39,162.212.139.180,R_3qxMEWau66tyA2z,,,,36.8419952392578,-86.88330078125,5f737881-63cb-5c36-87df-71238ca00dfe,SV_eyxdeXOuISXzakt,"Russellville,Kentucky,United States"
40,174.27.152.216,R_elNawSyKI5mxOkp,,,,43.6338958740234,-116.294204711914,5f737809-c62b-41b2-d786-4c3f0896585a,SV_eyxdeXOuISXzakt,"Boise,Idaho,United States"
41,172.3.53.177,R_3sdoV8mdFe8dVpg,,,,41.7431030273438,-87.8066024780273,5f73712d-fc35-551f-3cc9-5b0cdbed5ede,SV_eyxdeXOuISXzakt,"Bridgeview,Illinois,United States"
42,198.7.62.204,R_ZIvCFywk0CCfUe5,,,,38.901092529296896,-77.0451965332031,5f737c85-b666-75e6-d8ac-9acaac95e0b0,SV_eyxdeXOuISXzakt,"Washington,District of Columbia,United States"
43,75.56.243.60,R_2EvlcglbJgb0VrQ,,,,33.87890625,-117.535301208496,5f737ca6-0ef4-3237-978f-1620cdbe5a7f,SV_eyxdeXOuISXzakt,"Corona,California,United States"
44,162.198.216.69,R_3JlKZ0v2xDKsZI5,,,,34.927398681640604,-82.318603515625,5f737dc4-57c7-4eab-82dc-1e194b95f80d,SV_eyxdeXOuISXzakt,"Taylors,South Carolina,United States"
45,129.205.124.119,R_3ixVuQrqMlQgvaq,,,,6.44740295410156,3.3903045654296897,5f737f7d-719b-d37c-a8ce-8de6f95397c0,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
46,185.33.84.27,R_3FP4d9gIHRlBDd8,,,,41.848297119140604,-87.65170288085942,5f737b5a-24ff-faa7-83c7-07bb252416f9,SV_eyxdeXOuISXzakt,"Chicago,Illinois,United States"
47,82.102.31.58,R_YQ8To9ICd0gC01z,,,,36.1685028076172,-115.116401672363,5f7378f5-f41b-4629-2360-8d71b9106703,SV_eyxdeXOuISXzakt,"Las Vegas,Nevada,United States"
48,195.181.168.57,R_2QMRXH2n9xvDbb5,,,,40.7156982421875,-74.0,5f73789c-143a-0b48-9666-ed46c98a1888,SV_eyxdeXOuISXzakt,"New York,New York,United States"
49,24.162.109.3,R_2Sws8khp1JPbKMJ,,,,31.0682067871094,-97.39199829101558,5f737e37-90b1-73ff-7cd9-624b868d1b0e,SV_eyxdeXOuISXzakt,"Temple,Texas,United States"
50,188.236.184.18,R_W7HnUuumSRYYypr,,,,29.369705200195302,47.978302001953104,5f738165-733b-3f7c-74af-2c9ad1fc1b03,SV_eyxdeXOuISXzakt,"Al Kuwayt,Al Asimah Governate,Kuwait"
51,171.226.183.188,R_27yz2mTcJ4BgnZK,,,,10.947906494140598,106.815399169922,5f737837-a94d-85ab-ed71-ef1df4a0e303,SV_eyxdeXOuISXzakt,"thành phố Biên Hòa,Đồng Nai,Vietnam"
52,71.206.8.50,R_1dEmMTnaITA5SDs,,,,39.0462036132812,-77.119499206543,5f738011-06f2-1851-07bd-da2fcb300002,SV_eyxdeXOuISXzakt,"Rockville,Maryland,United States"
53,47.157.103.194,R_OvQ5gQpr2R2swud,,,,34.065994262695305,-117.89279937744101,5f737f2b-54d4-d896-da40-d4ee13fbfe79,SV_eyxdeXOuISXzakt,"West Covina,California,United States"
54,174.44.185.21,R_a3In6LhcmCV2hVv,,,,40.7745971679688,-73.4760971069336,5f7380f5-7541-dfd3-1359-dd9886df840c,SV_eyxdeXOuISXzakt,"Plainview,New York,United States"
55,66.192.75.11,R_2rNqvrMeAGdy5oW,,,,39.7922973632812,-85.9781036376953,5f7380b5-eadd-7648-deda-f5a30f27f016,SV_eyxdeXOuISXzakt,"Indianapolis,Indiana,United States"
56,108.231.62.118,R_25Ad2IzissDPmB0,,,,37.0608978271484,-122.01979827880899,5f737f27-7fa5-3da1-9899-a941f3cc685b,SV_eyxdeXOuISXzakt,"Scotts Valley,California,United States"
57,107.126.63.53,R_8790i4DSO5JEI9z,,,,41.8881988525391,-87.6164016723633,5f737f99-d872-1aa8-d939-9e44e79e7aac,SV_eyxdeXOuISXzakt,"Chicago,Illinois,United States"
58,107.5.44.93,R_eROCoDiHm8mSked,,,,43.8067016601562,-83.0054016113281,5f738020-5e74-4b15-9328-725af9ceeca5,SV_eyxdeXOuISXzakt,"Bad Axe,Michigan,United States"
59,146.185.218.72,R_wLDHYSsLUDxH9VD,,,,55.752197265625,37.6156005859375,5f738395-a273-ba4f-b990-71a6a232deff,SV_eyxdeXOuISXzakt,"Moskva,Russia"
60,102.89.1.151,R_26sPqLzMIqbu0ox,,,,6.44740295410156,3.3903045654296897,5f738341-423a-1a22-710f-1366eeb8a5d0,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
61,12.38.234.123,R_0qhs9SFVnYDIypb,,,,30.358596801757802,-90.0560989379883,5f738068-2baa-b21f-b44b-a715eac33584,SV_eyxdeXOuISXzakt,"Mandeville,Louisiana,United States"
62,197.210.76.24,R_2TZ6VxLCtSxHTL7,,,,6.44740295410156,3.3903045654296897,5f7382aa-20a2-7c0a-8703-fd264d1daced,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
63,86.107.55.45,R_1dmLpgHr8D4Y1Zv,,,,40.7156982421875,-74.0,5f737ed3-72cb-b125-6b1c-9134a3ba0270,SV_eyxdeXOuISXzakt,"New York,New York,United States"
64,41.190.12.166,R_1jMUSfIvQzsFKxe,,,,9.08329772949219,7.533294677734379,5f73840a-32f5-489f-6fd5-9dfad3f9f71c,SV_eyxdeXOuISXzakt,"Abuja,Federal Capital Territory,Nigeria"
65,108.219.190.79,R_398pT864mfZCzaV,,,,38.5440063476562,-91.0155029296875,5f7382e2-bed5-19ba-3112-029d60c64317,SV_eyxdeXOuISXzakt,"Washington,Missouri,United States"
66,68.2.56.245,R_3MRJlV8ZvERu2T7,,,,31.9882965087891,-110.29409790039101,5f738214-5596-9076-c7c3-45dcb46815b0,SV_eyxdeXOuISXzakt,"Benson,Arizona,United States"
67,73.13.154.190,R_RVqZL2LcgowWqo9,,,,39.8300018310547,-75.4154968261719,5f7380da-bf14-67bd-0cc4-dda53fc30062,SV_eyxdeXOuISXzakt,"Marcus Hook,Pennsylvania,United States"
68,172.58.101.215,R_3saGwLjcAviLbC3,,,,29.7422027587891,-95.4903030395508,5f738210-2480-2ad4-1fe4-b913df29102a,SV_eyxdeXOuISXzakt,"Houston,Texas,United States"
69,105.112.72.214,R_2wyHEl3JTyTfHj5,,,,6.61549377441406,3.50869750976562,5f7381ac-0e70-dc53-5258-28eb2f03fb89,SV_eyxdeXOuISXzakt,"Ikorodu,Lagos,Nigeria"
70,173.29.131.30,R_dgSplOT08hEX3bP,,,,33.393096923828104,-111.576797485352,5f7383e3-e96b-95b4-a544-97daf3cf8c03,SV_eyxdeXOuISXzakt,"Apache Junction,Arizona,United States"
71,173.95.160.185,R_20TcRD9E14IMx0H,,,,35.717803955078104,-78.8427963256836,5f7381d9-8caa-8c40-2918-82f22730b8f4,SV_eyxdeXOuISXzakt,"Apex,North Carolina,United States"
72,97.102.208.119,R_sGapKQAoqKLSkh3,,,,28.0160064697266,-80.6726989746094,5f73847d-a802-7203-a78b-298d2d314287,SV_eyxdeXOuISXzakt,"Palm Bay,Florida,United States"
73,184.60.235.85,R_r9If6C8ZCnYbkeR,,,,37.1876983642578,-83.4169006347656,5f738232-da10-ab3d-4b53-cc0a95052e72,SV_eyxdeXOuISXzakt,"Hyden,Kentucky,United States"
74,47.133.229.112,R_1QuaxXAEaDZXVwE,,,,35.4501953125,-79.1361999511719,5f7384e8-32b3-b35e-68e6-0f0f196d0806,SV_eyxdeXOuISXzakt,"Sanford,North Carolina,United States"
75,24.61.233.105,R_1ISIpjU4HBi4XYY,,,,43.21879577636721,-71.52940368652341,5f73838c-a531-9967-cbaf-4ab33030ac11,SV_eyxdeXOuISXzakt,"Concord,New Hampshire,United States"
76,184.174.114.91,R_2TNWjcoMgOyQvqX,,,,40.7156982421875,-74.0,5f738372-7862-b198-3e6f-5e246b172277,SV_eyxdeXOuISXzakt,"New York,New York,United States"
77,86.107.55.124,R_1eX1r9Jm2zMTTxP,,,,40.7156982421875,-74.0,5f737ce7-df2a-6b8d-debb-8fc9e32a9a44,SV_eyxdeXOuISXzakt,"New York,New York,United States"
78,70.177.91.51,R_1Q9LNbU1h6fBd3X,,,,36.0431976318359,-95.8071975708008,5f7383b5-e13b-433a-e7ef-961290903096,SV_eyxdeXOuISXzakt,"Broken Arrow,Oklahoma,United States"
79,173.218.65.251,R_qz8YFXIkeMnBLVv,,,,37.0142059326172,-93.19860076904301,5f738145-eece-a9d0-e039-86071bb9855b,SV_eyxdeXOuISXzakt,"Ozark,Missouri,United States"
80,160.32.66.164,R_TjEAoeVBfNqjsEF,,,,41.6537933349609,-86.1631011962891,5f7382a2-76e7-32e7-bf76-14b9171d5fb9,SV_eyxdeXOuISXzakt,"Mishawaka,Indiana,United States"
81,65.32.110.182,R_3dQjZamY3tJG1vC,,,,27.7362976074219,-82.665397644043,5f73839c-fa18-930d-5fc1-b800c254168f,SV_eyxdeXOuISXzakt,"St. Petersburg,Florida,United States"
82,68.227.46.64,R_31uujbe3QKgBzyB,,,,36.0408935546875,-115.082901000977,5f7382a1-abf7-2a90-7edb-e99ae9104744,SV_eyxdeXOuISXzakt,"Henderson,Nevada,United States"
83,12.110.80.10,R_2dLziBq2bXkd9un,,,,40.7503051757812,-74.00140380859379,5f7382f0-bec2-1766-05df-4e4b72f1a253,SV_eyxdeXOuISXzakt,"New York,New York,United States"
84,98.143.144.34,R_25t3wkXZpoXj51y,,,,34.049392700195305,-118.26409912109399,5f7384b8-77a6-789c-f81e-dc64d494a1e1,SV_eyxdeXOuISXzakt,"Los Angeles,California,United States"
85,98.23.240.176,R_1mOyfxsouDSMUf8,,,,31.722702026367198,-83.2558975219727,5f738624-57d9-11c2-2fa6-e04716dcd651,SV_eyxdeXOuISXzakt,"Fitzgerald,Georgia,United States"
86,162.253.68.118,R_2Tt1YXRbnP79ydG,,,,33.9559936523438,-118.388702392578,5f738312-2253-0214-449f-a91f19f75ee7,SV_eyxdeXOuISXzakt,"Los Angeles,California,United States"
87,173.233.163.4,R_ROmlxpgfYuzoiZP,,,,40.4129028320312,-91.1005020141602,5f738529-3962-aa5b-9617-aa0be98d0131,SV_eyxdeXOuISXzakt,"Carthage,Illinois,United States"
88,104.156.14.166,R_3s6Q4QqkfcRinlI,,,,33.997100830078104,-98.3916015625,5f738633-6fb1-7da7-7253-d35b2fdd34f6,SV_eyxdeXOuISXzakt,"Wichita Falls,Texas,United States"
89,47.35.185.223,R_1F8mdWjIXmJecjp,,,,42.5619964599609,-89.08599853515621,5f738a17-12ea-e556-24f5-b5a243a813d5,SV_eyxdeXOuISXzakt,"Beloit,Wisconsin,United States"
90,217.138.206.133,R_8Ce27mOCfahFYdj,,,,40.7156982421875,-74.0,5f738373-04fd-f151-ca40-879a78e3e7fc,SV_eyxdeXOuISXzakt,"New York,New York,United States"
91,173.62.108.28,R_CfuNBixY9ElYBln,,,,41.5404052734375,-73.8979034423828,5f7388f9-dc28-94d9-8d83-9aa502d6dc81,SV_eyxdeXOuISXzakt,"Fishkill,New York,United States"
92,129.205.113.229,R_1K9n43A9b65dja2,,,,6.44740295410156,3.3903045654296897,5f738bb4-543a-87d6-7f95-b5ec7e841371,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
93,217.55.203.237,R_9zUeUSDTrNjgOAx,,,,30.077804565429698,31.285202026367198,5f738c3f-4404-b7fb-cf1a-4022cc963c18,SV_eyxdeXOuISXzakt,"Cairo Governorate,Egypt"
94,190.39.113.29,R_tK8BXHY7N56KPvj,,,,9.93069458007812,-69.61740112304689,5f738bf2-eb3c-5cde-681f-27fed1a8dba5,SV_eyxdeXOuISXzakt,"Quíbor,Lara,Venezuela"
95,12.110.80.15,R_uxGRrvmaFoO8Ve9,,,,40.7503051757812,-74.00140380859379,5f738a5b-4091-42d3-b122-b79860ec12de,SV_eyxdeXOuISXzakt,"New York,New York,United States"
96,41.190.12.163,R_5jX9DBCto5gCa6B,,,,9.08329772949219,7.533294677734379,5f738b56-4b33-0f60-9a74-c38234f3403a,SV_eyxdeXOuISXzakt,"Abuja,Federal Capital Territory,Nigeria"
97,154.160.3.18,R_1GCzxosbkXlbPlw,,,,5.550201416015621,-0.2174072265625,5f738dbc-3074-612f-f06a-e56b5958c5d4,SV_eyxdeXOuISXzakt,"Accra,Greater Accra Region,Ghana"
98,107.77.216.183,R_3EEIn7dy2fptawQ,,,,28.6343994140625,-81.6221008300781,5f7389e8-6c8b-47e7-866a-24d7ccbf848e,SV_eyxdeXOuISXzakt,"Apopka,Florida,United States"
99,197.210.76.25,R_3OddhMAYUorKGAE,,,,6.44740295410156,3.3903045654296897,5f738e2b-edfa-93b5-fcf5-f86520475f1a,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
100,209.141.43.155,R_x96BX4qohdiqBEZ,,,,36.1685028076172,-115.116401672363,5f7389d7-b5d1-47ff-2e0d-255febad0a59,SV_eyxdeXOuISXzakt,"Las Vegas,Nevada,United States"
101,45.248.45.94,R_2eQIk0GeWKXmS8T,,,,20.006301879882802,77.0060119628906,5f738a0e-d12b-faf2-1bd4-4c4f2777b17b,SV_eyxdeXOuISXzakt,"Maharashtra,India"
102,129.205.113.229,R_1LM8SIZ2sT8CX68,,,,6.44740295410156,3.3903045654296897,5f738ae2-a3a5-b38d-bafe-e7571236641a,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
103,217.138.198.220,R_2BaO6BwOHSE2FHN,,,,40.7156982421875,-74.0,5f738c85-be4f-5252-37d2-42eba9826b22,SV_eyxdeXOuISXzakt,"New York,New York,United States"
104,24.190.199.105,R_UPxtlWi6mkiNwul,,,,40.6327056884766,-73.63330078125,5f738c72-6c51-c19a-f8f4-e905d9a553b3,SV_eyxdeXOuISXzakt,"Oceanside,New York,United States"
105,76.176.183.19,R_2wnIA9kywxaWWCR,,,,33.106201171875,-117.29470062255899,5f738453-287a-ea4b-48d6-7b9c50cf07a1,SV_eyxdeXOuISXzakt,"Carlsbad,California,United States"
106,69.162.232.101,R_zYmQOdYf8rG6heV,,,,40.7142944335938,-111.88939666748001,5f738efc-05da-73b9-b346-7f958f852ca8,SV_eyxdeXOuISXzakt,"Salt Lake City,Utah,United States"
107,192.241.253.80,R_3l1rrXlC38zecQF,,,,40.730804443359396,-73.99749755859379,5f738f77-a8dc-b1e9-5acb-b669478da21b,SV_eyxdeXOuISXzakt,"New York,New York,United States"
108,68.204.247.225,R_3PRas7OUAd5DqHa,,,,28.411300659179698,-81.7811965942383,5f73823f-c63b-cee3-e94c-f1e1ed45e231,SV_eyxdeXOuISXzakt,"Clermont,Florida,United States"
109,73.42.71.100,R_2BzLvvmbFvqE9Hr,,,,28.5503997802734,-81.1832962036133,5f738f59-1392-74b3-41f4-2995d2f6bb92,SV_eyxdeXOuISXzakt,"Orlando,Florida,United States"
110,77.81.136.86,R_1kZyFQtOhm4vHqw,,,,40.7156982421875,-74.0,5f738e06-f1af-e0fd-6816-403ee38d2d0a,SV_eyxdeXOuISXzakt,"New York,New York,United States"
111,74.88.35.250,R_4HqdVDEXipemaWJ,,,,40.6737060546875,-73.5335998535156,5f73843a-c4ab-89a3-94d6-f9998aceec3d,SV_eyxdeXOuISXzakt,"Bellmore,New York,United States"
112,96.47.239.214,R_1dn86MYy0Hiniak,,,,25.780593872070302,-80.18260192871091,5f7382dd-0a5a-7998-6eec-c110bc2ea42e,SV_eyxdeXOuISXzakt,"Miami,Florida,United States"
113,105.112.124.198,R_3n5XeCAPNg45RsO,,,,9.08329772949219,7.533294677734379,5f739279-a72e-6e5a-f2a9-044d6adfacec,SV_eyxdeXOuISXzakt,"Abuja,Federal Capital Territory,Nigeria"
114,96.39.215.106,R_3m3qMGWXh4r5Yev,,,,32.450103759765604,-97.7293014526367,5f7390c1-f8de-38c4-6aa0-ecf0275b498c,SV_eyxdeXOuISXzakt,"Granbury,Texas,United States"
115,24.7.159.94,R_331PERTBHhDRxyw,,,,38.5558929443359,-121.73910522460899,5f738c50-a555-0195-af78-888609ec243b,SV_eyxdeXOuISXzakt,"Davis,California,United States"
116,105.160.83.243,R_2sbZQzHNX5WHH0Y,,,,-1.28410339355469,36.8155059814453,5f73955b-ac79-44cc-ddfd-3b6809fb1008,SV_eyxdeXOuISXzakt,"Starehe,Nairobi County,Kenya"
117,75.35.248.87,R_1gAx5kxh69hk93d,,,,31.4579925537109,-86.9257965087891,5f73919d-3cc8-6def-07c9-11716611edd0,SV_eyxdeXOuISXzakt,"Evergreen,Alabama,United States"
118,102.89.1.219,R_2QsxW1BqAvTdE4F,,,,6.44740295410156,3.3903045654296897,5f73917f-d49f-0b8c-be69-4be1f556253f,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
119,197.210.55.66,R_2QybwebxlNe4S0A,,,,6.44740295410156,3.3903045654296897,5f738f3e-4777-65b7-dc2f-11a09101b3e7,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
120,67.44.240.184,R_sulsCYhDvPwE5nH,,,,37.751007080078104,-97.8219985961914,5f73924f-94be-1a6d-d579-8a86e6ddf2c9,SV_eyxdeXOuISXzakt,"Kansas,United States"
121,195.181.168.85,R_bIN3YcSjUBrQzAZ,,,,40.7156982421875,-74.0,5f7394bb-6687-fab4-a926-b99c03319b93,SV_eyxdeXOuISXzakt,"New York,New York,United States"
122,197.210.70.107,R_3MtYnOlqBsAUFwr,,,,6.44740295410156,3.3903045654296897,5f7396fc-439a-4e47-3df5-74d26231b507,SV_eyxdeXOuISXzakt,"Lagos,Lagos,Nigeria"
123,139.60.77.143,R_1LRQQxxU1zn7E73,,,,35.536407470703104,-100.95379638671899,5f738fc7-c2eb-6baf-f0a1-f7f21ff251a0,SV_eyxdeXOuISXzakt,"Pampa,Texas,United States"
124,105.112.112.178,R_R39Jp7WfXgrzd9T,,,,9.18049621582031,7.17930603027344,5f73939b-2d63-fd86-8c8d-46ca73d0120f,SV_eyxdeXOuISXzakt,"Kwamba,Niger,Nigeria"
125,107.138.237.215,R_DGFueDTgmPw8Ns5,,,,41.7964935302734,-87.95690155029301,5f7394f8-67ab-31cf-ba40-a404efe56903,SV_eyxdeXOuISXzakt,"Clarendon Hills,Illinois,United States"
126,192.24.132.73,R_eyslHtS11CC1wLT,,,,39.110992431640604,-84.6594009399414,5f7394e0-5671-db02-e317-6fa785cead19,SV_eyxdeXOuISXzakt,"Cincinnati,Ohio,United States"
127,200.77.189.221,R_2v87LPu9RAkHSHr,,,,-2.0648956298828103,-79.9336013793945,5f739854-1c58-e2c7-fbab-b00d61ed9e4e,SV_eyxdeXOuISXzakt,"Guayaquil,Guayas,Ecuador"
128,105.112.112.178,R_1jkAgWk7l8lPr2K,,,,9.18049621582031,7.17930603027344,5f73939b-2d63-fd86-8c8d-46ca73d0120f,SV_eyxdeXOuISXzakt,"Kwamba,Niger,Nigeria"
129,68.235.32.249,R_O7LbUHhHXrCaCkh,,,,37.751007080078104,-97.8219985961914,5f7393ae-55be-9aab-3c54-3285d25c0649,SV_eyxdeXOuISXzakt,"Kansas,United States"
130,52.34.14.22,R_1BVi2RCCBZu7kN7,,,,37.751007080078104,-97.8219985961914,5f73934f-3e24-123c-aab9-658259523fba,SV_eyxdeXOuISXzakt,"Kansas,United States"
