Response ID,AGE,GENDER,ZIP,REGION,HISPANIC,ETHNICITY,STANDARD_HHI,STANDARD_EDUCATION,STANDARD_POLITICAL_PARTY
5F873155-2805-FD2F-4297-73C58979290D,39,Male,14228,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Republican
5F873161-F850-F12E-CB9B-276F897986FA,45,Female,19130,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F873122-FFE9-14AC-E5AC-BB7526CC4BA0,40,Female,10009,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F87312D-8A88-A35B-E7A4-34AAC833ADE8,31,Male,30206,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999","Completed some graduate, but no degree",Democrat
5F873127-F48E-E3F4-3521-A63CB03C2A7D,59,Female,48101,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",Associate Degree,Democrat
5F873125-8A85-A7D3-31EB-892C14F72670,39,Female,10009,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",Masters degree,Democrat
5F87312F-D08D-9D60-644A-8C104C56B346,68,Female,48098,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Associate Degree,Republican
5F873120-6837-88BB-8C03-E56B8A9B0B15,68,Male,32789,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F87312C-1FE7-FBCF-16D8-B904BCE3E43B,40,Male,93455,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Republican
5F873111-97F9-4B5D-77AC-AA7231A5DDCE,70,Female,85140,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","Completed some graduate, but no degree",Democrat
5F873100-FC0E-D8EB-E159-3072597890B4,43,Male,11201,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Independent
5F873115-98C1-BCE7-C54E-872E51A1B3A9,56,Female,8204,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Associate Degree,Democrat
5F873125-A6F1-2CE1-7560-6F8D21FE5E59,40,Male,10027,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F873100-73AB-7404-026F-3DCD6C71ADE7,40,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F8730F6-EA64-AC32-EE99-260BAE9DA525,39,Female,10009,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Independent
5F873113-87F1-7FF1-6FD8-671F8D9B4D79,51,Male,48236,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Independent
5F8730E5-A068-D7D0-5C52-10072BAE52C2,41,Male,31107,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Republican
5F8730DF-8886-19B9-3A85-0A3DE8F36072,41,Male,31107,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Republican
5F872C85-6C4C-360A-C0FF-B39B00D90754,28,Female,92562,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",High school graduate,Independent
5F872C77-C991-5725-A72A-80FA40E1BA64,43,Male,15205,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F872C6F-7FA6-461D-53FF-0678FB02D797,28,Male,60175,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Democrat
5F872C6F-5983-8EF4-34A0-BE19AA2376A2,29,Female,10029,Northeast,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Some other race ,"$20,000 to $24,999",High school graduate,Independent
5F872C68-75F3-6808-AD1D-3A8177387D73,42,Male,63139,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican
5F872D0A-5299-FAA1-E369-27D99DAC5675,40,Male,11213,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F872D08-B639-FD32-4544-48F5BA66991C,43,Male,90013,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat
5F872D10-679A-40C5-502F-3FC890A5F10F,66,Female,19136,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$5,000 to $9,999",High school graduate,Democrat
5F872CF5-A3A4-953B-D562-5FD48A8A1EF4,40,Male,28117,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F872CB4-A8B7-833C-BEB8-F7A49F5AF783,41,Female,75202,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Independent
5F872C99-6709-74D1-FCC3-AD2AAA684153,89,Female,47112,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Republican
5F8731D8-52C0-0DC0-FF46-5449C13C7A9A,36,Female,70806,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$95,000 to $99,999","College Degree (such as B.A., B.S.)",Independent
5F8733BE-2B6F-5642-8EA3-8DB40C238D9D,35,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Republican
5F873392-9AED-44EF-651B-426637B47298,24,Female,13608,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",High school graduate,Independent
5F8733EC-ADEE-9BBA-2179-8C26BE0BF487,42,Male,37663,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F8746AE-B646-11AB-BF3D-E943E7CD1F75,42,Male,15222,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Republican
5F8746AB-D8A0-E219-491D-DD54A84D0F97,39,Male,28761,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Republican
5F872C70-E473-E3CE-0D04-E650B0D1C6A6,41,Male,11757,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Republican
5F87DAE9-EEA0-E591-AE4E-159ED74F200E,66,Male,34120,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Democrat
5F87C675-4CC9-90A2-E7E0-84B169D18C80,74,Male,91351,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",High school graduate,Republican
5F87337E-E3B3-82E8-FD41-DA02482DA93C,40,Male,20190,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Independent
5F87333F-A297-0D9A-DB6A-904D5BEBAEA6,59,Male,60204,Midwest,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$75,000 to $79,999",Doctorate degree,Independent
5F872D84-FF11-754A-B6F6-E961A3C55C63,40,Male,30306,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F872DA5-4AD1-DDF5-6714-518090687AD4,39,Female,7676,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Democrat
5F872D6D-81C0-4BB3-F8E6-50A290845598,73,Male,37602,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Republican
5F872DEF-B1D5-DE7A-1C5C-3B2374EC18E8,42,Male,13021,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F872E00-771D-3A69-78CE-1E6B4D56A2D0,41,Male,90022,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F872DD7-31CA-75E5-4E01-BFE30E09801A,60,Male,17972,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",High school graduate,Independent
5F872DC5-4D5F-7694-B528-E2986EFCF770,41,Male,20782,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Independent
5F872DDE-4158-4BF0-A766-88202E5A33C4,56,Female,29456,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Japanese ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Republican
5F872D85-A73E-9FAB-A9CC-8F53B9313578,40,Male,98052,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Democrat
5F87330B-ADDF-994D-E4EE-99A1E99A4215,30,Male,10016,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat
5F87330A-DD35-AFD7-E63A-DEDC11E0EA26,77,Male,33484,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Associate Degree,Republican
5F873317-9063-F728-5B27-85AD2075DCC4,76,Female,8053,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Democrat
5F8732EB-5485-5C85-963C-3232B24FB8DF,42,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Democrat
5F8732CC-1AC4-52FC-372E-7053FA14864E,40,Male,68527,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican
5F873266-8906-662A-76EF-F675AA61CEB4,35,Female,91204,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Completed some high school,Independent
5F873254-5199-BCF7-2D45-0B0A4D456AF0,41,Male,15227,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F873252-D5BB-9977-C1BB-5D2ED8F6608E,41,Male,30030,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Republican
5F873221-CD0F-D4EF-7A0F-E5293C2C1EB5,42,Male,95018,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F87321B-48B8-96FE-B9CD-6B19C2D6D77A,40,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F87FBDD-BFF2-268B-7B7B-E1663C7D509E,39,Male,20190,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F87569B-B808-4A03-BEF2-1E1C17C76168,33,Male,11205,Northeast,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$70,000 to $74,999",Masters degree,Independent
5F875503-B6BE-AD76-B5A0-35A371A44EB5,44,Female,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Democrat
5F8733E0-9EA4-D6F6-4A86-FD135DF84E2E,46,Male,10024,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F872C79-C57D-4F45-05D6-EDAE7D843629,41,Male,10461,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F872C91-72D8-F6E3-0C7A-8F4444B8E4B0,71,Female,80525,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","Completed some college, but no degree",Democrat
5F872CA2-D6AD-CB70-6FDB-3E9AF94F80B6,69,Female,32114,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",High school graduate,Republican
5F872CAB-0318-FC7A-30DD-F82C2F63C288,34,Female,8854,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","Completed some graduate, but no degree",Independent
5F872D07-3053-E8E0-2AC3-1CE998901D3D,34,Male,95127,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F872CF7-10C1-CF31-8FCF-0BBEB1B6D543,40,Male,7921,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Democrat
5F872CFC-79F9-6151-B987-282295A0320B,42,Male,79734,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F872C5D-0AFC-E0F9-8449-61561D894D90,42,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F872C3B-F806-4496-7389-F85977CB78D7,65,Male,53233,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","Completed some college, but no degree",Democrat
5F872F09-0A11-6D82-9234-B60C3CD98773,24,Female,36116,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","Less than $5,000","College Degree (such as B.A., B.S.)",Democrat
5F872F24-6262-8CF4-A19E-0633CC446524,66,Male,44512,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Democrat
5F876D1B-D10E-5778-AE98-E3D92F0123D0,36,Male,60657,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Democrat
5F8760E5-5763-D18E-DCE5-39C35D531A07,39,Male,78260,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Masters degree,Republican
5F87534C-FA6A-1BFF-90D4-DBFCB7C1F835,35,Male,85034,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Republican
5F87F134-EB15-F797-C55F-8C12DFE681B2,35,Male,75006,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Doctorate degree,Democrat
5F87D86C-57DD-689C-8A76-EA9337DDE6B8,30,Male,90017,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Doctorate degree,Republican
5F87D1B7-624C-41F5-0EDA-831964035F7A,36,Male,60290,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","Completed some graduate, but no degree",Republican
5F875D40-0EBE-E2CF-40E9-4F52EC0BB956,30,Male,67025,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican
5F88028C-D7DC-6C72-0625-97E00EF445AA,30,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Democrat
5F875CFA-5EA6-D324-7309-21BACE108264,47,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F87F0BF-0F1D-B1B4-396A-40283E644F8C,35,Male,10001,Northeast,"Yes, another Hispanic, Latino, or Spanish origin *** Colombia ",White ,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",Republican
5F8767B9-394F-144D-634B-C23C12AF52E1,40,Female,10080,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat
5F8765BD-A2C0-69BD-FB3F-6018A6D55301,33,Male,90034,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican
5F876585-050F-B165-0BC3-11218F3A2C38,40,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",Republican
5F876F3A-450E-C9E8-6A2E-9A84DAB6C002,35,Male,30056,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Democrat
5F876DE4-0724-2421-4BB3-8DFEB2859D2B,32,Male,90034,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Doctorate degree,Republican
5F87B992-E4A6-5AFD-1909-9AE83F3DDFA3,45,Male,10004,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat
5F87A0EC-BC5D-CF03-5418-918625EE8FAC,40,Female,30301,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Democrat
5F8841F1-A9C0-A7ED-962E-90DA42DA825E,40,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Republican
5F8841BA-505B-548B-C223-76E7BBC14C6D,40,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Republican
5F874383-C196-2783-088E-95960815474D,63,Male,23221,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Democrat
5F87569E-E741-91B3-6DDC-EF34995C1453,35,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F874E64-40E9-DAF7-D08C-2498CC961481,35,Male,90402,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Republican
5F8754D0-2D1F-0FB1-8D6D-C07ECB6F0CDC,45,Male,10006,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Democrat
5F87C494-46B8-3866-B2E6-858772A16CD3,30,Female,90001,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",High school graduate,Republican
5F874A95-CD78-B60C-A851-83ACD8295BE4,40,Male,92683,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F874C79-91E1-B0C9-1433-09E71C4A2D8C,30,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F87472A-A6FC-A65D-0D80-CE4E94B9564B,39,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Democrat
5F8745D8-FB6B-5CCD-35FB-EFA099277003,30,Female,33109,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",Republican
5F8745C3-9D3A-21CF-A411-70DFBEBAF804,41,Male,10023,Northeast,"Yes, Mexican, Mexican American, Chicano",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Independent
5F8745AC-B390-1DB6-987E-C68BA3E380EC,22,Female,30004,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Associate Degree,Democrat
5F873950-0C6C-C982-25DA-0C676CCA7B9C,40,Male,33010,South,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",White ,"$175,000 to $199,999",Masters degree,Independent
5F873951-E7BA-B2BD-7E0D-9DDB78F14BB6,29,Male,7047,Northeast,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",Independent
5F873805-3D84-C9A3-2811-92AE6ADAF798,35,Female,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Democrat
5F873806-C24F-2CC2-9E84-33C027A17E04,35,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F873796-E2EB-255E-2A06-F11B3ADDE482,27,Male,33901,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Other ,"$60,000 to $64,999",Masters degree,Democrat
5F873741-5E82-0F73-1F2B-BCE89B75D1C7,40,Male,33010,South,"Yes, Cuban",White ,"$175,000 to $199,999",Masters degree,Independent
5F8735EB-C080-7C57-4ADF-8AC52299133A,45,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",High school graduate,Republican
5F874CC8-2B42-D21C-A158-CBD2A80A6400,38,Male,1001,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","Less than $5,000",Masters degree,Independent
5F874B73-036E-2056-AAE5-839ED19ABDAD,40,Male,73301,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Republican
5F873F57-89EE-63B6-136A-0A7935F86D5E,38,Female,10004,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F873F3D-D3CD-2F49-E712-945C288432A7,37,Male,73301,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat
5F873F1B-6BC6-BF4D-1AB4-DA8B907764F4,34,Male,100,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Democrat
5F873F0C-9099-2520-4F10-201EF9564674,40,Male,75202,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Republican
5F873E71-A036-27DE-A9C3-084D1714A7F5,45,Male,30303,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Republican
5F873E1B-49D4-448B-0B9F-EA1FDA074FE8,45,Male,33131,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","Completed some college, but no degree",Republican
5F873E01-9C35-1237-0580-3B7E5C0B9396,45,Male,7094,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8747FB-B2D9-6D0F-AE79-1A24FDEDE970,37,Male,30303,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Republican
5F873FF4-03FC-5C06-E5E5-356171AB40E1,43,Male,90017,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F874224-B91F-EA95-2435-613948527F3A,38,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F874220-CAC0-FBA8-3194-27E5321E51A6,34,Male,90014,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Democrat
5F874390-47F9-5998-1260-183E1AF9433F,26,Male,89119,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Democrat
5F874383-756D-EA18-26F3-870B3E8A8443,40,Male,30338,South,"Yes, Mexican, Mexican American, Chicano",White ,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",Republican
5F87429B-FAD4-3EAF-E91E-F26575567A5F,35,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F874A5D-8789-9484-6DD4-1163905551C0,45,Male,10116,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat
5F874988-D7B5-B86C-F0C6-A0A44B8F7419,46,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F87491F-01C1-32A2-737D-E96E7DA89067,30,Female,81102,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",Republican
5F8748E6-DBB6-10D4-5D22-694C77D57843,40,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F874663-0D30-9968-E66C-4D8F95602919,25,Female,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Completed some high school,Republican
5F87464B-2FFA-52E9-B2E9-4DE14653131E,43,Male,75201,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F87445E-8209-7547-3427-AC7487FB9C28,40,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Democrat
5F873856-85B0-FD40-1F50-FA0BB8805B6A,43,Male,10002,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Democrat
5F87382D-8F37-C40D-47C4-92DC202DF1DD,35,Male,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Independent
